id,distractor,subject,grammaticality,interference,sentence,crit,target,attractor
7,pl,sing,ungram,int,The midwife who attended to the expectant mothers probably supported themselves with private childbirth consultations.,themselves,midwife,mothers
7,sing,pl,ungram,int,The midwives who attended to the expectant mother probably supported herself with private childbirth consultations.,herself,midwives,mother
7,pl,pl,ungram,unint,The midwives who attended to the expectant mothers probably supported herself with private childbirth consultations.,herself,midwives,mothers
7,sing,pl,gram,unint,The midwives who attended to the expectant mother probably supported themselves with private childbirth consultations.,themselves,midwives,mother
7,pl,pl,gram,int,The midwives who attended to the expectant mothers probably supported themselves with private childbirth consultations.,themselves,midwives,mothers
8,sing,sing,gram,int,The new mother who interviewed the teenage babysitter definitely stressed herself out in the process.,herself,mother,babysitter
8,pl,sing,gram,unint,The new mother who interviewed the teenage babysitters definitely stressed herself out in the process.,herself,mother,babysitters
8,sing,sing,ungram,unint,The new mother who interviewed the teenage babysitter definitely stressed themselves out in the process.,themselves,mother,babysitter
8,pl,sing,ungram,int,The new mother who interviewed the teenage babysitters definitely stressed themselves out in the process.,themselves,mother,babysitters
8,sing,pl,ungram,int,The new mothers who interviewed the teenage babysitter definitely stressed herself out in the process.,herself,mothers,babysitter
8,pl,pl,ungram,unint,The new mothers who interviewed the teenage babysitters definitely stressed herself out in the process.,herself,mothers,babysitters
8,sing,pl,gram,unint,The new mothers who interviewed the teenage babysitter definitely stressed themselves out in the process.,themselves,mothers,babysitter
8,pl,pl,gram,int,The new mothers who interviewed the teenage babysitters definitely stressed themselves out in the process.,themselves,mothers,babysitters
9,sing,sing,gram,int,The quick typist who assisted the female lawyer clearly trusted herself to organize the office.,herself,typist,lawyer
9,pl,sing,gram,unint,The quick typist who assisted the female lawyers clearly trusted herself to organize the office.,herself,typist,lawyers
9,sing,sing,ungram,unint,The quick typist who assisted the female lawyer clearly trusted themselves to organize the office.,themselves,typist,lawyer
9,pl,sing,ungram,int,The quick typist who assisted the female lawyers clearly trusted themselves to organize the office.,themselves,typist,lawyers
9,sing,pl,ungram,int,The quick typists who assisted the female lawyer clearly trusted herself to organize the office.,herself,typists,lawyer
9,pl,pl,ungram,unint,The quick typists who assisted the female lawyers clearly trusted herself to organize the office.,herself,typists,lawyers
9,sing,pl,gram,unint,The quick typists who assisted the female lawyer clearly trusted themselves to organize the office.,themselves,typists,lawyer
9,pl,pl,gram,int,The quick typists who assisted the female lawyers clearly trusted themselves to organize the office.,themselves,typists,lawyers
10,sing,sing,gram,int,The stern librarian who glared at the loud child probably amused herself by reorganizing the books.,herself,librarian,child
10,pl,sing,gram,unint,The stern librarian who glared at the loud children probably amused herself by reorganizing the books.,herself,librarian,children
10,sing,sing,ungram,unint,The stern librarian who glared at the loud child probably amused themselves by reorganizing the books.,themselves,librarian,child
10,pl,sing,ungram,int,The stern librarian who glared at the loud children probably amused themselves by reorganizing the books.,themselves,librarian,children
10,sing,pl,ungram,int,The stern librarians who glared at the loud child probably amused herself by reorganizing the books.,herself,librarians,child
10,pl,pl,ungram,unint,The stern librarians who glared at the loud children probably amused herself by reorganizing the books.,herself,librarians,children
10,sing,pl,gram,unint,The stern librarians who glared at the loud child probably amused themselves by reorganizing the books.,themselves,librarians,child
10,pl,pl,gram,int,The stern librarians who glared at the loud children probably amused themselves by reorganizing the books.,themselves,librarians,children
11,sing,sing,gram,int,The aging nun who taught the young choirgirl definitely exhausted herself by teaching too much.,herself,nun,choirgirl
11,pl,sing,gram,unint,The aging nun who taught the young choirgirls definitely exhausted herself by teaching too much.,herself,nun,choirgirls
11,sing,sing,ungram,unint,The aging nun who taught the young choirgirl definitely exhausted themselves by teaching too much.,themselves,nun,choirgirl
11,pl,sing,ungram,int,The aging nun who taught the young choirgirls definitely exhausted themselves by teaching too much.,themselves,nun,choirgirls
11,sing,pl,ungram,int,The aging nuns who taught the young choirgirl definitely exhausted herself by teaching too much.,herself,nuns,choirgirl
11,pl,pl,ungram,unint,The aging nuns who taught the young choirgirls definitely exhausted herself by teaching too much.,herself,nuns,choirgirls
11,sing,pl,gram,unint,The aging nuns who taught the young choirgirl definitely exhausted themselves by teaching too much.,themselves,nuns,choirgirl
11,pl,pl,gram,int,The aging nuns who taught the young choirgirls definitely exhausted themselves by teaching too much.,themselves,nuns,choirgirls
12,sing,sing,gram,int,The strict nanny who babysat the well-behaved schoolgirl evidently burned herself preparing a hot soup.,herself,nanny,schoolgirl
12,pl,sing,gram,unint,The strict nanny who babysat the well-behaved schoolgirls evidently burned herself preparing a hot soup.,herself,nanny,schoolgirls
12,sing,sing,ungram,unint,The strict nanny who babysat the well-behaved schoolgirl evidently burned themselves preparing a hot soup.,themselves,nanny,schoolgirl
12,pl,sing,ungram,int,The strict nanny who babysat the well-behaved schoolgirls evidently burned themselves preparing a hot soup.,themselves,nanny,schoolgirls
12,sing,pl,ungram,int,The strict nannies who babysat the well-behaved schoolgirl evidently burned herself preparing a hot soup.,herself,nannies,schoolgirl
12,pl,pl,ungram,unint,The strict nannies who babysat the well-behaved schoolgirls evidently burned herself preparing a hot soup.,herself,nannies,schoolgirls
12,sing,pl,gram,unint,The strict nannies who babysat the well-behaved schoolgirl evidently burned themselves preparing a hot soup.,themselves,nannies,schoolgirl
12,pl,pl,gram,int,The strict nannies who babysat the well-behaved schoolgirls evidently burned themselves preparing a hot soup.,themselves,nannies,schoolgirls
13,sing,sing,gram,int,The dramatic actress who promoted the opera singer apparently volunteered herself for a television commerical.,herself,actress,singer
13,pl,sing,gram,unint,The dramatic actress who promoted the opera singers apparently volunteered herself for a television commerical.,herself,actress,singers
13,sing,sing,ungram,unint,The dramatic actress who promoted the opera singer apparently volunteered themselves for a television commerical.,themselves,actress,singer
13,pl,sing,ungram,int,The dramatic actress who promoted the opera singers apparently volunteered themselves for a television commerical.,themselves,actress,singers
13,sing,pl,ungram,int,The dramatic actresses who promoted the opera singer apparently volunteered herself for a television commerical.,herself,actresses,singer
13,pl,pl,ungram,unint,The dramatic actresses who promoted the opera singers apparently volunteered herself for a television commerical.,herself,actresses,singers
13,sing,pl,gram,unint,The dramatic actresses who promoted the opera singer apparently volunteered themselves for a television commerical.,themselves,actresses,singer
13,pl,pl,gram,int,The dramatic actresses who promoted the opera singers apparently volunteered themselves for a television commerical.,themselves,actresses,singers
14,sing,sing,gram,int,The nimble ballerina who danced with the jazz dancer clearly disoriented herself with the complicated dance.,herself,ballerina,dancer
14,pl,sing,gram,unint,The nimble ballerina who danced with the jazz dancers clearly disoriented herself with the complicated dance.,herself,ballerina,dancers
14,sing,sing,ungram,unint,The nimble ballerina who danced with the jazz dancer clearly disoriented themselves with the complicated dance.,themselves,ballerina,dancer
14,pl,sing,ungram,int,The nimble ballerina who danced with the jazz dancers clearly disoriented themselves with the complicated dance.,themselves,ballerina,dancers
14,sing,pl,ungram,int,The nimble ballerinas who danced with the jazz dancer clearly disoriented herself with the complicated dance.,herself,ballerinas,dancer
14,pl,pl,ungram,unint,The nimble ballerinas who danced with the jazz dancers clearly disoriented herself with the complicated dance.,herself,ballerinas,dancers
14,sing,pl,gram,unint,The nimble ballerinas who danced with the jazz dancer clearly disoriented themselves with the complicated dance.,themselves,ballerinas,dancer
14,pl,pl,gram,int,The nimble ballerinas who danced with the jazz dancers clearly disoriented themselves with the complicated dance.,themselves,ballerinas,dancers
15,sing,sing,gram,int,The evil witch who stalked the royal princess supposedly poisoned herself with a cursed apple.,herself,witch,princess
15,pl,sing,gram,unint,The evil witch who stalked the royal princesses supposedly poisoned herself with a cursed apple.,herself,witch,princesses
15,sing,sing,ungram,unint,The evil witch who stalked the royal princess supposedly poisoned themselves with a cursed apple.,themselves,witch,princess
15,pl,sing,ungram,int,The evil witch who stalked the royal princesses supposedly poisoned themselves with a cursed apple.,themselves,witch,princesses
15,sing,pl,ungram,int,The evil witches who stalked the royal princess supposedly poisoned herself with a cursed apple.,herself,witches,princess
15,pl,pl,ungram,unint,The evil witches who stalked the royal princesses supposedly poisoned herself with a cursed apple.,herself,witches,princesses
15,sing,pl,gram,unint,The evil witches who stalked the royal princess supposedly poisoned themselves with a cursed apple.,themselves,witches,princess
15,pl,pl,gram,int,The evil witches who stalked the royal princesses supposedly poisoned themselves with a cursed apple.,themselves,witches,princesses
16,sing,sing,gram,int,The hard-working maid who chastised the lazy housekeeper probably upset herself from doing other people's work.,herself,maid,housekeeper
16,pl,sing,gram,unint,The hard-working maid who chastised the lazy housekeepers probably upset herself from doing other people's work.,herself,maid,housekeepers
16,sing,sing,ungram,unint,The hard-working maid who chastised the lazy housekeeper probably upset themselves from doing other people's work.,themselves,maid,housekeeper
16,pl,sing,ungram,int,The hard-working maid who chastised the lazy housekeepers probably upset themselves from doing other people's work.,themselves,maid,housekeepers
16,sing,pl,ungram,int,The hard-working maids who chastised the lazy housekeeper probably upset herself from doing other people's work.,herself,maids,housekeeper
16,pl,pl,ungram,unint,The hard-working maids who chastised the lazy housekeepers probably upset herself from doing other people's work.,herself,maids,housekeepers
16,sing,pl,gram,unint,The hard-working maids who chastised the lazy housekeeper probably upset themselves from doing other people's work.,themselves,maids,housekeeper
16,pl,pl,gram,int,The hard-working maids who chastised the lazy housekeepers probably upset themselves from doing other people's work.,themselves,maids,housekeepers
17,sing,sing,gram,int,The kindergarten teacher who lectured the young girl clearly prepared herself thoroughly for each lesson.,herself,teacher,girl
17,pl,sing,gram,unint,The kindergarten teacher who lectured the young girls clearly prepared herself thoroughly for each lesson.,herself,teacher,girls
17,sing,sing,ungram,unint,The kindergarten teacher who lectured the young girl clearly prepared themselves thoroughly for each lesson.,themselves,teacher,girl
17,pl,sing,ungram,int,The kindergarten teacher who lectured the young girls clearly prepared themselves thoroughly for each lesson.,themselves,teacher,girls
17,sing,pl,ungram,int,The kindergarten teachers who lectured the young girl clearly prepared herself thoroughly for each lesson.,herself,teachers,girl
17,pl,pl,ungram,unint,The kindergarten teachers who lectured the young girls clearly prepared herself thoroughly for each lesson.,herself,teachers,girls
17,sing,pl,gram,unint,The kindergarten teachers who lectured the young girl clearly prepared themselves thoroughly for each lesson.,themselves,teachers,girl
17,pl,pl,gram,int,The kindergarten teachers who lectured the young girls clearly prepared themselves thoroughly for each lesson.,themselves,teachers,girls
18,sing,sing,gram,int,The respected feminist who advised the powerful congresswoman obviously excused herself from any classified discussions.,herself,feminist,congresswoman
18,pl,sing,gram,unint,The respected feminist who advised the powerful congresswomen obviously excused herself from any classified discussions.,herself,feminist,congresswomen
18,sing,sing,ungram,unint,The respected feminist who advised the powerful congresswoman obviously excused themselves from any classified discussions.,themselves,feminist,congresswoman
18,pl,sing,ungram,int,The respected feminist who advised the powerful congresswomen obviously excused themselves from any classified discussions.,themselves,feminist,congresswomen
18,sing,pl,ungram,int,The respected feminists who advised the powerful congresswoman obviously excused herself from any classified discussions.,herself,feminists,congresswoman
18,pl,pl,ungram,unint,The respected feminists who advised the powerful congresswomen obviously excused herself from any classified discussions.,herself,feminists,congresswomen
18,sing,pl,gram,unint,The respected feminists who advised the powerful congresswoman obviously excused themselves from any classified discussions.,themselves,feminists,congresswoman
18,pl,pl,gram,int,The respected feminists who advised the powerful congresswomen obviously excused themselves from any classified discussions.,themselves,feminists,congresswomen
19,sing,sing,gram,int,The dental hygienist who treated the elderly lady evidently taught herself how to do root canals.,herself,hygienist,lady
19,pl,sing,gram,unint,The dental hygienist who treated the elderly ladies evidently taught herself how to do root canals.,herself,hygienist,ladies
19,sing,sing,ungram,unint,The dental hygienist who treated the elderly lady evidently taught themselves how to do root canals.,themselves,hygienist,lady
19,pl,sing,ungram,int,The dental hygienist who treated the elderly ladies evidently taught themselves how to do root canals.,themselves,hygienist,ladies
19,sing,pl,ungram,int,The dental hygienists who treated the elderly lady evidently taught herself how to do root canals.,herself,hygienists,lady
19,pl,pl,ungram,unint,The dental hygienists who treated the elderly ladies evidently taught herself how to do root canals.,herself,hygienists,ladies
19,sing,pl,gram,unint,The dental hygienists who treated the elderly lady evidently taught themselves how to do root canals.,themselves,hygienists,lady
19,pl,pl,gram,int,The dental hygienists who treated the elderly ladies evidently taught themselves how to do root canals.,themselves,hygienists,ladies
20,sing,sing,gram,int,The glamorous supermodel who promoted the fashion designer apparently bruised herself during the photo shoot.,herself,supermodel,designer
20,pl,sing,gram,unint,The glamorous supermodel who promoted the fashion designers apparently bruised herself during the photo shoot.,herself,supermodel,designers
20,sing,sing,ungram,unint,The glamorous supermodel who promoted the fashion designer apparently bruised themselves during the photo shoot.,themselves,supermodel,designer
20,pl,sing,ungram,int,The glamorous supermodel who promoted the fashion designers apparently bruised themselves during the photo shoot.,themselves,supermodel,designers
20,sing,pl,ungram,int,The glamorous supermodels who promoted the fashion designer apparently bruised herself during the photo shoot.,herself,supermodels,designer
20,pl,pl,ungram,unint,The glamorous supermodels who promoted the fashion designers apparently bruised herself during the photo shoot.,herself,supermodels,designers
20,sing,pl,gram,unint,The glamorous supermodels who promoted the fashion designer apparently bruised themselves during the photo shoot.,themselves,supermodels,designer
20,pl,pl,gram,int,The glamorous supermodels who promoted the fashion designers apparently bruised themselves during the photo shoot.,themselves,supermodels,designers
21,sing,sing,gram,int,The peppy cheerleader who socialized with the sorority member clearly injured herself during last night's practice.,herself,cheerleader,member
21,pl,sing,gram,unint,The peppy cheerleader who socialized with the sorority members clearly injured herself during last night's practice.,herself,cheerleader,members
21,sing,sing,ungram,unint,The peppy cheerleader who socialized with the sorority member clearly injured themselves during last night's practice.,themselves,cheerleader,member
21,pl,sing,ungram,int,The peppy cheerleader who socialized with the sorority members clearly injured themselves during last night's practice.,themselves,cheerleader,members
21,sing,pl,ungram,int,The peppy cheerleaders who socialized with the sorority member clearly injured herself during last night's practice.,herself,cheerleaders,member
21,pl,pl,ungram,unint,The peppy cheerleaders who socialized with the sorority members clearly injured herself during last night's practice.,herself,cheerleaders,members
21,sing,pl,gram,unint,The peppy cheerleaders who socialized with the sorority member clearly injured themselves during last night's practice.,themselves,cheerleaders,member
21,pl,pl,gram,int,The peppy cheerleaders who socialized with the sorority members clearly injured themselves during last night's practice.,themselves,cheerleaders,members
22,sing,sing,gram,int,The cleaning lady who worked for the aging spinster seemingly preoccupied herself with the dirty dishes.,herself,lady,spinster
22,pl,sing,gram,unint,The cleaning lady who worked for the aging spinsters seemingly preoccupied herself with the dirty dishes.,herself,lady,spinsters
22,sing,sing,ungram,unint,The cleaning lady who worked for the aging spinster seemingly preoccupied themselves with the dirty dishes.,themselves,lady,spinster
22,pl,sing,ungram,int,The cleaning lady who worked for the aging spinsters seemingly preoccupied themselves with the dirty dishes.,themselves,lady,spinsters
22,sing,pl,ungram,int,The cleaning ladies who worked for the aging spinster seeming preoccupied herself with the dirty dishes.,herself,ladies,spinster
22,pl,pl,ungram,unint,The cleaning ladies who worked for the aging spinsters seeming preoccupied herself with the dirty dishes.,herself,ladies,spinsters
22,sing,pl,gram,unint,The cleaning ladies who worked for the aging spinster seeming preoccupied themselves with the dirty dishes.,themselves,ladies,spinster
22,pl,pl,gram,int,The cleaning ladies who worked for the aging spinsters seeming preoccupied themselves with the dirty dishes.,themselves,ladies,spinsters
23,sing,sing,gram,int,The efficient secretary who assisted the rapid typist undeniably scratched herself with the sharp letter-opener.,herself,secretary,typist
23,pl,sing,gram,unint,The efficient secretary who assisted the rapid typists undeniably scratched herself with the sharp letter-opener.,herself,secretary,typists
23,sing,sing,ungram,unint,The efficient secretary who assisted the rapid typist undeniably scratched themselves with the sharp letter-opener.,themselves,secretary,typist
23,pl,sing,ungram,int,The efficient secretary who assisted the rapid typists undeniably scratched themselves with the sharp letter-opener.,themselves,secretary,typists
23,sing,pl,ungram,int,The efficient secretaries who assisted the rapid typist undeniably scratched herself with the sharp letter-opener.,herself,secretaries,typist
23,pl,pl,ungram,unint,The efficient secretaries who assisted the rapid typists undeniably scratched herself with the sharp letter-opener.,herself,secretaries,typists
23,sing,pl,gram,unint,The efficient secretaries who assisted the rapid typist undeniably scratched themselves with the sharp letter-opener.,themselves,secretaries,typist
23,pl,pl,gram,int,The efficient secretaries who assisted the rapid typists undeniably scratched themselves with the sharp letter-opener.,themselves,secretaries,typists
24,sing,sing,gram,int,The effective salesman who worked for the successful entrepreneur probably recommended himself for the new manager position.,himself,salesman,entrepreneur
24,pl,sing,gram,unint,The effective salesman who worked for the successful entrepreneurs probably recommended himself for the new manager position.,himself,salesman,entrepreneurs
24,sing,sing,ungram,unint,The effective salesman who worked for the successful entrepreneur probably recommended themselves for the new manager position.,themselves,salesman,entrepreneur
24,pl,sing,ungram,int,The effective salesman who worked for the successful entrepreneurs probably recommended themselves for the new manager position.,themselves,salesman,entrepreneurs
24,sing,pl,ungram,int,The effective salesmen who worked for the successful entrepreneur probably recommended himself for the new manager position.,himself,salesmen,entrepreneur
24,pl,pl,ungram,unint,The effective salesmen who worked for the successful entrepreneurs probably recommended himself for the new manager position.,himself,salesmen,entrepreneurs
24,sing,pl,gram,unint,The effective salesmen who worked for the successful entrepreneur probably recommended themselves for the new manager position.,themselves,salesmen,entrepreneur
24,pl,pl,gram,int,The effective salesmen who worked for the successful entrepreneurs probably recommended themselves for the new manager position.,themselves,salesmen,entrepreneurs
25,sing,sing,gram,int,The charming butcher who served the picky chef actually burned himself in the kitchen.,himself,butcher,chef
25,pl,sing,gram,unint,The charming butcher who served the picky chefs actually burned himself in the kitchen.,himself,butcher,chefs
25,sing,sing,ungram,unint,The charming butcher who served the picky chef actually burned themselves in the kitchen.,themselves,butcher,chef
25,pl,sing,ungram,int,The charming butcher who served the picky chefs actually burned themselves in the kitchen.,themselves,butcher,chefs
25,sing,pl,ungram,int,The charming butchers who served the picky chef actually burned himself in the kitchen.,himself,butchers,chef
25,pl,pl,ungram,unint,The charming butchers who served the picky chefs actually burned himself in the kitchen.,himself,butchers,chefs
25,sing,pl,gram,unint,The charming butchers who served the picky chef actually burned themselves in the kitchen.,themselves,butchers,chef
25,pl,pl,gram,int,The charming butchers who served the picky chefs actually burned themselves in the kitchen.,themselves,butchers,chefs
26,sing,sing,gram,int,The hilarious clown who entertained the circus lion-tamer likely slapped himself for a quick laugh.,himself,clown,tamer
26,pl,sing,gram,unint,The hilarious clown who entertained the circus lion-tamers likely slapped himself for a quick laugh.,himself,clown,tamers
26,sing,sing,ungram,unint,The hilarious clown who entertained the circus lion-tamer likely slapped themselves for a quick laugh.,themselves,clown,tamer
26,pl,sing,ungram,int,The hilarious clown who entertained the circus lion-tamers likely slapped themselves for a quick laugh.,themselves,clown,tamers
26,sing,pl,ungram,int,The hilarious clowns who entertained the circus lion-tamer likely slapped himself for a quick laugh.,himself,clowns,tamer
26,pl,pl,ungram,unint,The hilarious clowns who entertained the circus lion-tamers likely slapped himself for a quick laugh.,himself,clowns,tamers
26,sing,pl,gram,unint,The hilarious clowns who entertained the circus lion-tamer likely slapped themselves for a quick laugh.,themselves,clowns,tamer
26,pl,pl,gram,int,The hilarious clowns who entertained the circus lion-tamers likely slapped themselves for a quick laugh.,themselves,clowns,tamers
27,sing,sing,gram,int,The wealthy heiress who yelled at the lazy maid undeniably ruined herself in an embezzlement scandal.,herself,heiress,maid
27,pl,sing,gram,unint,The wealthy heiress who yelled at the lazy maids undeniably ruined herself in an embezzlement scandal.,herself,heiress,maids
27,sing,sing,ungram,unint,The wealthy heiress who yelled at the lazy maid undeniably ruined themselves in an embezzlement scandal.,themselves,heiress,maid
27,pl,sing,ungram,int,The wealthy heiress who yelled at the lazy maids undeniably ruined themselves in an embezzlement scandal.,themselves,heiress,maids
27,sing,pl,ungram,int,The wealthy heiresses who yelled at the lazy maid undeniably ruined herself in an embezzlement scandal.,herself,heiresses,maid
27,pl,pl,ungram,unint,The wealthy heiresses who yelled at the lazy maids undeniably ruined herself in an embezzlement scandal.,herself,heiresses,maids
27,sing,pl,gram,unint,The wealthy heiresses who yelled at the lazy maid undeniably ruined themselves in an embezzlement scandal.,themselves,heiresses,maid
27,pl,pl,gram,int,The wealthy heiresses who yelled at the lazy maids undeniably ruined themselves in an embezzlement scandal.,themselves,heiresses,maids
28,sing,sing,gram,int,The cruel hunter who accompanied the accurate sharpshooter surely shot himself in the left foot.,himself,hunter,sharpshooter
28,pl,sing,gram,unint,The cruel hunter who accompanied the accurate sharpshooters surely shot himself in the left foot.,himself,hunter,sharpshooters
28,sing,sing,ungram,unint,The cruel hunter who accompanied the accurate sharpshooter surely shot themselves in the left foot.,themselves,hunter,sharpshooter
28,pl,sing,ungram,int,The cruel hunter who accompanied the accurate sharpshooters surely shot themselves in the left foot.,themselves,hunter,sharpshooters
28,sing,pl,ungram,int,The cruel hunters who accompanied the accurate sharpshooter surely shot himself in the left foot.,himself,hunters,sharpshooter
28,pl,pl,ungram,unint,The cruel hunters who accompanied the accurate sharpshooters surely shot himself in the left foot.,himself,hunters,sharpshooters
28,sing,pl,gram,unint,The cruel hunters who accompanied the accurate sharpshooter surely shot themselves in the left foot.,themselves,hunters,sharpshooter
28,pl,pl,gram,int,The cruel hunters who accompanied the accurate sharpshooters surely shot themselves in the left foot.,themselves,hunters,sharpshooters
29,sing,sing,gram,int,The successful businessman who scolded the teenage bellhop allegedly locked himself in a penthouse room all alone.,himself,businessman,bellhop
29,pl,sing,gram,unint,The successful businessman who scolded the teenage bellhops allegedly locked himself in a penthouse room all alone.,himself,businessman,bellhops
29,sing,sing,ungram,unint,The successful businessman who scolded the teenage bellhop allegedly locked themselves in a penthouse room all alone.,themselves,businessman,bellhop
29,pl,sing,ungram,int,The successful businessman who scolded the teenage bellhops allegedly locked themselves in a penthouse room all alone.,themselves,businessman,bellhops
29,sing,pl,ungram,int,The successful businessmen who scolded the teenage bellhop allegedly locked himself in a penthouse room all alone.,himself,businessmen,bellhop
